time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,neLtsgStatNm,neStsgStatNm
170802,37.5400035,126.9686527,11.084,4.0,3.0,55.266333333333336,22.39333333333333,,stop-And-Remain,stop-And-Remain
170803,37.5399717,126.9686252,17.035,3.0,3.0,55.2745,22.39,,stop-And-Remain,stop-And-Remain
170804,37.5399273,126.9685818,24.552,2.0,2.0,55.28266666666666,22.386666666666667,,stop-And-Remain,stop-And-Remain
170805,37.5398705,126.9685205,31.712,2.0,2.0,55.29083333333333,22.383333333333333,,stop-And-Remain,stop-And-Remain
170806,37.539802,126.968442,39.038,2.0,2.0,55.299,22.38,,stop-And-Remain,stop-And-Remain
170807,37.5397202,126.9683495,45.778,2.0,2.0,55.30716666666667,22.376666666666665,,stop-And-Remain,stop-And-Remain
170808,37.5396272,126.9682498,49.936,2.0,3.0,55.315333333333335,22.37333333333333,,stop-And-Remain,stop-And-Remain
170809,37.5395275,126.9681427,53.32,1.0,4.0,55.3235,22.37,,stop-And-Remain,stop-And-Remain
170810,37.5394253,126.9680297,54.637,1.0,4.0,55.33166666666666,22.366666666666667,,stop-And-Remain,stop-And-Remain
170811,37.539325,126.9679138,54.418,1.0,4.0,55.33983333333333,22.363333333333333,,stop-And-Remain,stop-And-Remain
170812,37.5392315,126.9678047,49.878,1.0,3.0,55.348,22.36,,stop-And-Remain,stop-And-Remain
170813,37.5391422,126.9676995,48.827,1.0,4.0,55.35616666666667,22.356666666666666,,stop-And-Remain,stop-And-Remain
170814,37.5390562,126.9675983,46.566,1.0,2.0,55.364333333333335,22.35333333333333,,stop-And-Remain,stop-And-Remain
170815,37.5389717,126.9675008,45.655,1.0,4.0,55.3725,22.35,,stop-And-Remain,stop-And-Remain
170816,37.538886,126.9674095,44.694,0.0,3.0,55.38066666666667,22.346666666666664,,stop-And-Remain,stop-And-Remain
170817,37.5388023,126.9673227,43.117,0.0,3.0,55.38883333333333,22.343333333333334,,stop-And-Remain,stop-And-Remain
170818,37.538723,126.9672353,41.965,0.0,2.0,55.397,22.34,,stop-And-Remain,stop-And-Remain
170819,37.5386483,126.9671525,39.294,0.0,2.0,55.405166666666666,22.336666666666662,,stop-And-Remain,stop-And-Remain
170820,37.5385783,126.9670748,36.526,0.0,1.0,55.41333333333333,22.33333333333333,,stop-And-Remain,stop-And-Remain
170821,37.5385132,126.9669983,35.366,,,55.4215,22.33,,stop-And-Remain,stop-And-Remain
170822,37.5384533,126.9669258,32.425,0.0,1.0,55.42966666666667,22.326666666666664,,stop-And-Remain,stop-And-Remain
170823,37.5384007,126.9668612,28.354,0.0,1.0,55.43783333333334,22.32333333333333,,stop-And-Remain,stop-And-Remain
170824,37.5383553,126.966806,24.188,0.0,0.0,55.446,22.32,,stop-And-Remain,stop-And-Remain
170825,37.5383195,126.9667638,18.108,0.0,2.0,55.454166666666666,22.316666666666663,,stop-And-Remain,stop-And-Remain
170826,37.5382923,126.9667315,13.918,0.0,3.0,55.46233333333333,22.313333333333333,,stop-And-Remain,stop-And-Remain
170827,37.538272,126.9667065,10.544,0.0,0.0,55.4705,22.31,,stop-And-Remain,stop-And-Remain
170828,37.538257,126.9666882,7.607,0.0,2.0,55.47866666666667,22.306666666666665,,stop-And-Remain,stop-And-Remain
170829,37.5382452,126.9666735,6.224,0.0,3.0,55.48683333333334,22.30333333333333,,stop-And-Remain,stop-And-Remain
170830,37.5382355,126.966662,5.008,0.0,5.0,55.495000000000005,22.3,,stop-And-Remain,stop-And-Remain
170831,37.5382287,126.9666533,3.463,0.0,2.0,55.503166666666665,22.296666666666667,,stop-And-Remain,stop-And-Remain
170832,37.538226,126.9666502,0.882,0.0,4.0,55.51133333333333,22.293333333333333,,stop-And-Remain,stop-And-Remain
