time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,neLtsgStatNm,neStsgStatNm
165254,37.5398605,126.968539,27.99,20.0,3.0,81.95,15.16,,stop-And-Remain,stop-And-Remain
165255,37.5398035,126.9684833,28.926,23.0,4.0,81.91333333333334,15.166666666666666,,stop-And-Remain,stop-And-Remain
165256,37.5397463,126.9684233,30.272,23.0,3.0,81.87666666666667,15.173333333333332,,stop-And-Remain,stop-And-Remain
165257,37.539687,126.9683587,31.669,23.0,3.0,81.84,15.18,,stop-And-Remain,stop-And-Remain
165258,37.5396248,126.9682893,33.34,22.0,5.0,81.80333333333334,15.186666666666666,,stop-And-Remain,stop-And-Remain
165259,37.5395613,126.9682172,34.632,21.0,7.0,81.76666666666667,15.193333333333332,,stop-And-Remain,stop-And-Remain
165300,37.5394985,126.9681435,34.092,19.0,8.0,81.73,15.2,,stop-And-Remain,stop-And-Remain
165301,37.5394383,126.9680707,33.059,18.0,8.0,81.69316666666667,15.206666666666663,,stop-And-Remain,stop-And-Remain
165302,37.5393838,126.9680048,28.901,18.0,7.0,81.65633333333334,15.213333333333331,,stop-And-Remain,stop-And-Remain
165303,37.539337,126.9679485,24.437,17.0,6.0,81.6195,15.22,,stop-And-Remain,stop-And-Remain
165304,37.5392982,126.9679015,20.282,16.0,6.0,81.58266666666667,15.226666666666668,,stop-And-Remain,stop-And-Remain
165305,37.5392673,126.967864,15.916,16.0,4.0,81.54583333333333,15.233333333333333,,stop-And-Remain,stop-And-Remain
165306,37.539246,126.9678368,10.8,18.0,5.0,81.509,15.239999999999998,,stop-And-Remain,stop-And-Remain
165307,37.5392323,126.9678187,6.912,19.0,4.0,81.47216666666667,15.246666666666666,,stop-And-Remain,stop-And-Remain
165308,37.5392223,126.9678063,4.86,17.0,8.0,81.43533333333333,15.253333333333332,,stop-And-Remain,stop-And-Remain
165309,37.5392165,126.9677993,2.39,19.0,5.0,81.3985,15.26,,stop-And-Remain,stop-And-Remain
165310,37.5392153,126.9677967,0.137,21.0,6.0,81.36166666666666,15.266666666666666,,stop-And-Remain,stop-And-Remain
165311,37.5392157,126.9677963,0.061,20.0,4.0,81.32483333333333,15.273333333333332,,stop-And-Remain,stop-And-Remain
165312,37.5392157,126.9677963,0.054,20.0,5.0,81.288,15.28,,stop-And-Remain,stop-And-Remain
165313,37.5392162,126.967796,0.025,23.0,4.0,81.25116666666666,15.286666666666664,,stop-And-Remain,stop-And-Remain
165314,37.5392165,126.9677957,0.054,21.0,6.0,81.21433333333333,15.293333333333331,,stop-And-Remain,stop-And-Remain
165315,37.5392168,126.967795,0.047,21.0,5.0,81.17750000000001,15.3,,stop-And-Remain,stop-And-Remain
165316,37.5392172,126.9677945,0.126,24.0,5.0,81.14066666666668,15.306666666666668,,stop-And-Remain,stop-And-Remain
165317,37.5392177,126.967794,0.058,,,81.10383333333334,15.313333333333333,,stop-And-Remain,stop-And-Remain
165318,37.539218,126.9677933,0.054,25.0,5.0,81.06700000000001,15.32,,stop-And-Remain,stop-And-Remain
