time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,etLtsgStatNm,etStsgStatNm
161016,37.5366222,126.9711787,14.756,6.0,1.0,,,,stop-And-Remain,stop-And-Remain
161017,37.5366352,126.9711368,14.101,6.0,0.0,,,,stop-And-Remain,stop-And-Remain
161018,37.5366477,126.971097,13.381,5.0,0.0,,,,stop-And-Remain,stop-And-Remain
161019,37.5366595,126.971059,12.708,5.0,0.0,,,,stop-And-Remain,stop-And-Remain
161020,37.5366708,126.9710217,12.611,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161021,37.5366822,126.9709852,12.312,4.0,2.0,,,,stop-And-Remain,stop-And-Remain
161022,37.5366932,126.970949,12.276,4.0,2.0,,,,stop-And-Remain,stop-And-Remain
161023,37.536704,126.9709125,12.391,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161024,37.5367148,126.9708757,12.344,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161025,37.536726,126.9708387,12.456,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161026,37.5367375,126.9708008,12.83,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161027,37.5367492,126.9707608,13.687,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161028,37.5367617,126.9707182,14.537,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161029,37.5367755,126.9706718,15.995,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161030,37.5367907,126.9706212,17.456,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161031,37.5368068,126.970567,18.594,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161032,37.5368242,126.9705115,18.958,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161033,37.536843,126.9704518,20.66,5.0,0.0,,,,stop-And-Remain,stop-And-Remain
161034,37.5368627,126.9703878,21.967,5.0,0.0,,,,stop-And-Remain,stop-And-Remain
161035,37.5368827,126.9703227,22.122,5.0,1.0,,,,stop-And-Remain,stop-And-Remain
161036,37.536903,126.9702563,22.594,5.0,1.0,,,,stop-And-Remain,stop-And-Remain
161037,37.536923,126.9701882,23.18,5.0,0.0,,,,stop-And-Remain,stop-And-Remain
161038,37.5369435,126.9701185,23.63,5.0,2.0,,,,stop-And-Remain,stop-And-Remain
161039,37.536965,126.9700457,24.988,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161040,37.5369882,126.9699683,26.55,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161041,37.5370125,126.9698875,27.688,4.0,1.0,,,,stop-And-Remain,stop-And-Remain
161042,37.5370377,126.969805,28.267,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161043,37.5370625,126.9697248,27.022,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161044,37.5370877,126.9696437,27.896,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161045,37.5371132,126.9695607,28.379,4.0,0.0,,,,stop-And-Remain,stop-And-Remain
161046,37.5371393,126.969477,28.544,5.0,1.0,,,,stop-And-Remain,stop-And-Remain
161047,37.5371657,126.9693913,29.441,3.0,2.0,,,,stop-And-Remain,stop-And-Remain
161048,37.537191,126.969303,30.013,5.0,1.0,,,,stop-And-Remain,stop-And-Remain
161049,37.5372173,126.9692125,30.784,4.0,2.0,,,,stop-And-Remain,stop-And-Remain
161050,37.5372445,126.969121,31.154,3.0,2.0,,,,stop-And-Remain,stop-And-Remain
161051,37.5372722,126.9690325,30.02,4.0,2.0,,,,stop-And-Remain,stop-And-Remain
161052,37.537298,126.9689477,28.577,3.0,3.0,,,,stop-And-Remain,stop-And-Remain
161053,37.5373228,126.9688655,27.734,3.0,4.0,,,,stop-And-Remain,stop-And-Remain
161054,37.5373463,126.9687855,27.018,4.0,4.0,,,,stop-And-Remain,stop-And-Remain
161055,37.5373732,126.9687058,27.637,4.0,4.0,,,,stop-And-Remain,stop-And-Remain
161056,37.5373988,126.968623,28.512,5.0,6.0,,,,stop-And-Remain,stop-And-Remain
161057,37.5374248,126.9685392,28.537,5.0,8.0,,,,stop-And-Remain,stop-And-Remain
161058,37.5374498,126.9684555,28.242,4.0,9.0,,,,stop-And-Remain,stop-And-Remain
161059,37.5374735,126.9683742,27.094,5.0,8.0,,,,stop-And-Remain,stop-And-Remain
161100,37.5374962,126.9682973,25.56,4.0,9.0,,,,stop-And-Remain,stop-And-Remain
161101,37.5375175,126.9682252,24.12,4.0,10.0,,,,stop-And-Remain,stop-And-Remain
161102,37.5375357,126.9681613,20.83,5.0,5.0,,,,stop-And-Remain,stop-And-Remain
161103,37.5375517,126.9681092,16.682,7.0,8.0,,,,stop-And-Remain,stop-And-Remain
161104,37.5375648,126.9680675,13.482,9.0,5.0,,,,stop-And-Remain,stop-And-Remain
161105,37.5375753,126.9680343,10.696,9.0,8.0,,,,stop-And-Remain,stop-And-Remain
161106,37.5375823,126.9680108,7.092,10.0,9.0,,,,stop-And-Remain,stop-And-Remain
161107,37.5375868,126.9679972,3.931,,,,,,stop-And-Remain,stop-And-Remain
161108,37.5375892,126.9679903,1.71,10.0,5.0,,,,stop-And-Remain,stop-And-Remain
161109,37.5375902,126.967988,0.306,10.0,8.0,,,,stop-And-Remain,stop-And-Remain
161110,37.5375925,126.9679817,2.441,11.0,5.0,,,,stop-And-Remain,stop-And-Remain
161111,37.5375953,126.9679717,3.175,10.0,5.0,,,,stop-And-Remain,stop-And-Remain
161112,37.5375987,126.9679608,3.575,12.0,6.0,,,,stop-And-Remain,stop-And-Remain
161113,37.5376017,126.967951,3.103,13.0,6.0,,,,stop-And-Remain,stop-And-Remain
161114,37.5376033,126.9679445,1.584,12.0,3.0,,,,stop-And-Remain,stop-And-Remain
161115,37.537604,126.9679425,0.151,12.0,4.0,,,,stop-And-Remain,stop-And-Remain
161116,37.5376043,126.967942,0.076,10.0,6.0,,,,stop-And-Remain,stop-And-Remain
161117,37.5376045,126.9679415,0.115,11.0,5.0,,,,stop-And-Remain,stop-And-Remain
161118,37.5376045,126.9679412,0.076,8.0,2.0,,,,stop-And-Remain,stop-And-Remain
161119,37.5376048,126.9679405,0.104,12.0,5.0,,,,stop-And-Remain,stop-And-Remain
161120,37.537605,126.9679398,0.029,11.0,6.0,,,,stop-And-Remain,stop-And-Remain
161121,37.5376053,126.9679392,0.126,12.0,6.0,,,,stop-And-Remain,stop-And-Remain
161122,37.5376057,126.9679385,0.09,8.0,4.0,,,,stop-And-Remain,stop-And-Remain
161123,37.537606,126.967938,0.133,9.0,5.0,,,,stop-And-Remain,stop-And-Remain
161124,37.5376062,126.9679373,0.065,10.0,4.0,,,,stop-And-Remain,stop-And-Remain
161125,37.537606,126.9679365,0.054,8.0,3.0,,,,stop-And-Remain,stop-And-Remain
161126,37.537606,126.9679358,0.068,8.0,0.0,,,,stop-And-Remain,stop-And-Remain
161127,37.537606,126.9679352,0.04,6.0,4.0,,,,stop-And-Remain,stop-And-Remain
161128,37.5376057,126.9679345,0.054,7.0,2.0,,,,stop-And-Remain,stop-And-Remain
161129,37.5376055,126.967934,0.05,3.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161130,37.5376053,126.9679335,0.122,3.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161131,37.5376052,126.967933,0.09,4.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161132,37.5376047,126.9679325,0.058,2.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161133,37.5376043,126.967932,0.032,6.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161134,37.537604,126.9679315,0.079,2.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161135,37.537604,126.9679312,0.097,4.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161136,37.5376037,126.9679307,0.036,2.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161137,37.5376032,126.9679303,0.029,1.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161138,37.537603,126.9679295,0.011,1.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161139,37.5376027,126.967929,0.076,,,,,,protected-Movement-Allowed,protected-Movement-Allowed
161140,37.5376023,126.9679285,0.054,1.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161141,37.537602,126.9679282,0.079,1.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161142,37.5376017,126.9679278,0.061,1.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161143,37.5376012,126.9679272,0.029,1.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161144,37.5376007,126.9679268,0.083,0.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161145,37.5376002,126.967926,0.065,0.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161146,37.5376,126.9679257,0.072,0.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161147,37.5375998,126.9679253,0.086,0.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161148,37.5375998,126.967923,0.803,0.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161149,37.5376027,126.9679127,4.097,2.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161150,37.5376113,126.9678972,6.57,2.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161151,37.5376218,126.9678708,10.166,3.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
161152,37.5376348,126.9678325,13.986,2.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
