time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,neLtsgStatNm,neStsgStatNm
170015,37.5382742,126.9666742,0.097,0.0,3.0,56.1075,22.05,,stop-And-Remain,stop-And-Remain
170016,37.538274,126.9666745,0.09,0.0,3.0,56.09933333333333,22.05333333333333,,stop-And-Remain,stop-And-Remain
170017,37.5382738,126.966675,0.09,0.0,3.0,56.091166666666666,22.056666666666665,,stop-And-Remain,stop-And-Remain
170018,37.5382735,126.9666752,0.05,0.0,3.0,56.083,22.06,,stop-And-Remain,stop-And-Remain
170019,37.5382732,126.9666758,0.158,0.0,3.0,56.07483333333333,22.063333333333333,,stop-And-Remain,stop-And-Remain
170020,37.5382728,126.9666765,0.101,0.0,4.0,56.06666666666666,22.066666666666663,,stop-And-Remain,stop-And-Remain
170021,37.5382723,126.9666768,0.043,0.0,4.0,56.0585,22.07,,stop-And-Remain,stop-And-Remain
170022,37.538272,126.9666773,0.09,0.0,4.0,56.05033333333333,22.07333333333333,,stop-And-Remain,stop-And-Remain
170023,37.5382715,126.966678,0.094,0.0,3.0,56.04216666666667,22.076666666666668,,stop-And-Remain,stop-And-Remain
170024,37.5382712,126.9666785,0.083,0.0,4.0,56.034,22.08,,stop-And-Remain,stop-And-Remain
170025,37.5382708,126.9666788,0.166,0.0,4.0,56.02583333333333,22.08333333333333,,stop-And-Remain,stop-And-Remain
170026,37.5382707,126.9666792,0.13,0.0,3.0,56.01766666666666,22.086666666666662,,stop-And-Remain,stop-And-Remain
170027,37.5382703,126.9666795,0.043,0.0,3.0,56.0095,22.09,,stop-And-Remain,stop-And-Remain
170028,37.53827,126.9666795,0.133,0.0,4.0,56.001333333333335,22.093333333333334,,stop-And-Remain,stop-And-Remain
170029,37.5382702,126.9666793,0.119,0.0,4.0,55.99316666666667,22.096666666666668,,stop-And-Remain,stop-And-Remain
170030,37.53827,126.9666792,0.119,0.0,5.0,55.985,22.1,,stop-And-Remain,stop-And-Remain
170031,37.5382698,126.9666792,0.094,0.0,3.0,55.97683333333333,22.10333333333333,,stop-And-Remain,stop-And-Remain
170032,37.5382695,126.9666792,0.13,0.0,4.0,55.96866666666666,22.106666666666666,,stop-And-Remain,stop-And-Remain
170033,37.5382693,126.9666788,0.14,0.0,3.0,55.9605,22.11,,stop-And-Remain,stop-And-Remain
170034,37.5382692,126.9666787,0.112,,,55.952333333333335,22.113333333333333,,stop-And-Remain,stop-And-Remain
170035,37.5382688,126.9666785,0.061,,,55.94416666666667,22.116666666666667,,stop-And-Remain,stop-And-Remain
170036,37.5382685,126.9666785,0.086,,,55.936,22.12,,stop-And-Remain,stop-And-Remain
170037,37.5382685,126.9666783,0.097,0.0,3.0,55.92783333333333,22.12333333333333,,stop-And-Remain,stop-And-Remain
170038,37.5382683,126.9666783,0.054,1.0,2.0,55.91966666666666,22.126666666666665,,stop-And-Remain,stop-And-Remain
170039,37.5382678,126.9666787,0.094,0.0,3.0,55.9115,22.13,,stop-And-Remain,stop-And-Remain
170040,37.5382675,126.966679,0.086,0.0,3.0,55.903333333333336,22.133333333333333,,stop-And-Remain,stop-And-Remain
170041,37.538267,126.9666793,0.047,0.0,5.0,55.89516666666667,22.136666666666667,,stop-And-Remain,stop-And-Remain
170042,37.5382668,126.9666797,0.007,1.0,3.0,55.887,22.14,,stop-And-Remain,stop-And-Remain
170043,37.5382665,126.96668,0.025,0.0,3.0,55.87883333333333,22.14333333333333,,stop-And-Remain,stop-And-Remain
170044,37.5382662,126.96668,0.072,0.0,2.0,55.870666666666665,22.146666666666665,,stop-And-Remain,stop-And-Remain
170045,37.538266,126.9666802,0.022,2.0,3.0,55.8625,22.15,,stop-And-Remain,stop-And-Remain
170046,37.5382658,126.9666798,0.122,2.0,4.0,55.85433333333334,22.15333333333333,,stop-And-Remain,stop-And-Remain
170047,37.5382658,126.9666798,0.04,1.0,5.0,55.84616666666667,22.156666666666663,,stop-And-Remain,stop-And-Remain
170048,37.5382658,126.9666795,0.101,2.0,3.0,55.838,22.16,,stop-And-Remain,stop-And-Remain
170049,37.538266,126.9666793,0.018,2.0,2.0,55.82983333333333,22.16333333333333,,stop-And-Remain,stop-And-Remain
170050,37.538266,126.966679,0.068,3.0,2.0,55.821666666666665,22.166666666666664,,stop-And-Remain,stop-And-Remain
170051,37.5382662,126.9666788,0.058,2.0,2.0,55.813500000000005,22.17,,stop-And-Remain,stop-And-Remain
170052,37.5382662,126.9666787,0.029,2.0,1.0,55.80533333333334,22.17333333333333,,stop-And-Remain,stop-And-Remain
170053,37.5382665,126.9666785,0.115,2.0,2.0,55.79716666666667,22.176666666666662,,stop-And-Remain,stop-And-Remain
170054,37.5382667,126.966678,0.072,2.0,2.0,55.789,22.18,,stop-And-Remain,stop-And-Remain
170055,37.5382667,126.966678,0.137,3.0,2.0,55.78083333333333,22.183333333333334,,stop-And-Remain,stop-And-Remain
170056,37.538267,126.9666777,0.083,2.0,3.0,55.772666666666666,22.186666666666667,,stop-And-Remain,stop-And-Remain
170057,37.538267,126.9666773,0.072,1.0,3.0,55.764500000000005,22.19,,stop-And-Remain,stop-And-Remain
170058,37.5382668,126.966677,0.011,1.0,4.0,55.75633333333334,22.19333333333333,,stop-And-Remain,stop-And-Remain
170059,37.5382668,126.9666763,0.097,1.0,3.0,55.74816666666667,22.196666666666665,,stop-And-Remain,stop-And-Remain
170100,37.5382667,126.966676,0.09,1.0,3.0,55.74,22.2,,,
170101,37.5382667,126.9666757,0.054,1.0,1.0,55.73183333333333,22.203333333333333,,stop-And-Remain,stop-And-Remain
170102,37.5382667,126.9666753,0.094,1.0,2.0,55.72366666666667,22.206666666666667,,stop-And-Remain,stop-And-Remain
170103,37.5382663,126.966675,0.122,1.0,3.0,55.7155,22.21,,stop-And-Remain,stop-And-Remain
170104,37.5382663,126.966675,0.04,1.0,2.0,55.70733333333334,22.21333333333333,,stop-And-Remain,stop-And-Remain
170105,37.5382662,126.966675,0.086,,,55.69916666666667,22.216666666666665,,stop-And-Remain,stop-And-Remain
170106,37.5382658,126.966675,0.061,1.0,3.0,55.691,22.22,,stop-And-Remain,stop-And-Remain
170107,37.5382657,126.9666752,0.047,1.0,2.0,55.682833333333335,22.223333333333333,,stop-And-Remain,stop-And-Remain
170108,37.5382655,126.9666752,0.076,0.0,1.0,55.67466666666667,22.226666666666667,,stop-And-Remain,stop-And-Remain
170109,37.5382653,126.9666755,0.086,0.0,3.0,55.6665,22.23,,stop-And-Remain,stop-And-Remain
170110,37.5382652,126.9666755,0.036,0.0,2.0,55.65833333333333,22.23333333333333,,stop-And-Remain,stop-And-Remain
170111,37.5382653,126.9666755,0.025,1.0,2.0,55.65016666666667,22.236666666666665,,stop-And-Remain,stop-And-Remain
170112,37.5382655,126.9666755,0.076,0.0,2.0,55.642,22.24,,stop-And-Remain,stop-And-Remain
170113,37.5382655,126.9666757,0.043,0.0,2.0,55.633833333333335,22.24333333333333,,stop-And-Remain,stop-And-Remain
170114,37.5382657,126.9666758,0.025,0.0,3.0,55.62566666666667,22.246666666666663,,stop-And-Remain,stop-And-Remain
170115,37.5382658,126.966676,0.068,0.0,3.0,55.6175,22.25,,stop-And-Remain,stop-And-Remain
170116,37.5382658,126.9666762,0.058,1.0,3.0,55.60933333333333,22.25333333333333,,stop-And-Remain,stop-And-Remain
170117,37.5382657,126.9666765,0.054,0.0,4.0,55.60116666666667,22.256666666666664,,stop-And-Remain,stop-And-Remain
170118,37.5382658,126.966677,0.083,1.0,3.0,55.593,22.26,,stop-And-Remain,stop-And-Remain
170119,37.5382658,126.9666775,0.047,0.0,5.0,55.584833333333336,22.26333333333333,,stop-And-Remain,stop-And-Remain
170120,37.5382658,126.966678,0.036,0.0,4.0,55.57666666666667,22.266666666666666,,stop-And-Remain,stop-And-Remain
170121,37.5382658,126.9666787,0.076,1.0,4.0,55.5685,22.27,,stop-And-Remain,stop-And-Remain
170122,37.5382658,126.966679,0.036,,,55.56033333333333,22.273333333333333,,stop-And-Remain,stop-And-Remain
170123,37.5382657,126.9666793,0.036,1.0,5.0,55.552166666666665,22.276666666666667,,stop-And-Remain,stop-And-Remain
170124,37.5382653,126.9666797,0.032,1.0,3.0,55.544,22.28,,stop-And-Remain,stop-And-Remain
170125,37.538265,126.9666802,0.058,0.0,5.0,55.535833333333336,22.28333333333333,,stop-And-Remain,stop-And-Remain
170126,37.5382647,126.9666805,0.014,0.0,6.0,55.52766666666667,22.286666666666665,,stop-And-Remain,stop-And-Remain
170127,37.5382647,126.966681,0.119,1.0,4.0,55.5195,22.29,,stop-And-Remain,stop-And-Remain
170128,37.5382643,126.9666812,0.058,1.0,5.0,55.51133333333333,22.293333333333333,,stop-And-Remain,stop-And-Remain
170129,37.538264,126.9666815,0.079,1.0,7.0,55.503166666666665,22.296666666666667,,stop-And-Remain,stop-And-Remain
170130,37.5382637,126.9666818,0.054,1.0,7.0,55.495,22.3,,stop-And-Remain,stop-And-Remain
170131,37.5382632,126.9666822,0.076,1.0,6.0,55.48683333333334,22.30333333333333,,stop-And-Remain,stop-And-Remain
170132,37.5382618,126.9666803,1.058,0.0,6.0,55.47866666666667,22.306666666666665,,stop-And-Remain,stop-And-Remain
170133,37.5382572,126.9666753,3.082,1.0,7.0,55.4705,22.31,,stop-And-Remain,stop-And-Remain
170134,37.5382493,126.9666673,4.338,2.0,4.0,55.46233333333333,22.313333333333333,,stop-And-Remain,stop-And-Remain
170135,37.5382417,126.9666598,3.766,1.0,5.0,55.454166666666666,22.316666666666663,,stop-And-Remain,stop-And-Remain
170136,37.5382352,126.9666528,3.305,1.0,6.0,55.446,22.32,,stop-And-Remain,stop-And-Remain
170137,37.5382303,126.9666477,2.178,2.0,7.0,55.43783333333334,22.32333333333333,,stop-And-Remain,stop-And-Remain
170138,37.538228,126.9666463,0.565,3.0,6.0,55.42966666666667,22.326666666666664,,stop-And-Remain,stop-And-Remain
170139,37.5382275,126.9666463,0.068,3.0,9.0,55.4215,22.33,,stop-And-Remain,stop-And-Remain
170140,37.5382275,126.9666467,0.094,2.0,12.0,55.41333333333333,22.33333333333333,,stop-And-Remain,stop-And-Remain
170141,37.5382273,126.9666473,0.047,1.0,12.0,55.405166666666666,22.336666666666662,,stop-And-Remain,stop-And-Remain
170142,37.538227,126.9666482,0.047,2.0,9.0,55.397,22.34,,stop-And-Remain,stop-And-Remain
170143,37.538227,126.9666488,0.072,4.0,11.0,55.38883333333333,22.343333333333334,,stop-And-Remain,stop-And-Remain
170144,37.5382267,126.9666495,0.029,4.0,11.0,55.38066666666667,22.346666666666664,,stop-And-Remain,stop-And-Remain
170145,37.5382263,126.96665,0.04,2.0,11.0,55.3725,22.35,,stop-And-Remain,stop-And-Remain
170146,37.538226,126.9666503,0.029,6.0,8.0,55.364333333333335,22.35333333333333,,stop-And-Remain,stop-And-Remain
170147,37.5382258,126.9666505,0.047,6.0,9.0,55.35616666666667,22.356666666666666,,stop-And-Remain,stop-And-Remain
170148,37.5382258,126.9666503,0.058,8.0,9.0,55.348,22.36,,stop-And-Remain,stop-And-Remain
170149,37.5382258,126.9666505,0.083,8.0,6.0,55.33983333333333,22.363333333333333,,stop-And-Remain,stop-And-Remain
170150,37.5382258,126.9666507,0.086,9.0,3.0,55.33166666666666,22.366666666666667,,stop-And-Remain,stop-And-Remain
170151,37.5382257,126.9666507,0.007,9.0,7.0,55.3235,22.37,,protected-Movement-Allowed,protected-Movement-Allowed
170152,37.5382255,126.9666507,0.072,7.0,7.0,55.315333333333335,22.37333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170153,37.5382255,126.9666508,0.076,7.0,8.0,55.30716666666667,22.376666666666665,,protected-Movement-Allowed,protected-Movement-Allowed
170154,37.5382253,126.9666507,0.054,5.0,7.0,55.299,22.38,,protected-Movement-Allowed,protected-Movement-Allowed
170155,37.538219,126.966643,4.964,,,55.29083333333333,22.383333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170156,37.5382027,126.9666247,10.3,6.0,7.0,55.28266666666666,22.386666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170157,37.5381768,126.9665967,15.113,5.0,9.0,55.2745,22.39,,protected-Movement-Allowed,protected-Movement-Allowed
170158,37.5381425,126.9665637,18.252,6.0,8.0,55.266333333333336,22.39333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170159,37.5381037,126.9665337,18.086,4.0,9.0,55.25816666666667,22.396666666666665,,protected-Movement-Allowed,protected-Movement-Allowed
170200,37.538065,126.9665147,16.171,6.0,9.0,55.25,22.4,,,
170201,37.5380267,126.9665103,15.289,4.0,10.0,55.24183333333333,22.40333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170202,37.5379955,126.9665175,11.574,4.0,9.0,55.23366666666666,22.406666666666663,,protected-Movement-Allowed,protected-Movement-Allowed
