time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,etLtsgStatNm,etStsgStatNm
160052,37.5370795,126.9696758,0.0705,2.0,9.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160053,,,,3.0,11.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160054,37.5370793,126.9696757,0.072,2.0,12.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160055,37.5370793,126.9696757,0.047,1.0,14.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160056,37.5370787,126.9696757,0.04,1.0,17.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160057,37.53707835,126.9696756,0.045,1.0,15.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160058,37.5370778,126.9696757,0.054,0.0,16.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160059,,,,4.0,12.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
160100,37.5370778,126.969676,0.047,,,,,,protected-clearance,protected-clearance
160101,37.5370778,126.969676,0.029,2.0,12.0,,,,protected-clearance,protected-clearance
160102,37.5370777,126.9696762,0.047,2.0,13.0,,,,protected-clearance,protected-clearance
160103,37.5370778,126.9696763,0.068,2.0,12.0,,,,stop-And-Remain,stop-And-Remain
160104,37.5370777,126.9696765,0.058,5.0,11.0,,,,stop-And-Remain,stop-And-Remain
160105,37.53707775,126.9696767,0.061,3.0,11.0,,,,stop-And-Remain,stop-And-Remain
160106,,,,3.0,13.0,,,,stop-And-Remain,stop-And-Remain
160107,37.5370772,126.9696767,0.054,3.0,17.0,,,,stop-And-Remain,stop-And-Remain
160108,37.537077,126.9696767,0.05,3.0,19.0,,,,stop-And-Remain,stop-And-Remain
160109,37.5370765,126.969677,0.09,4.0,14.0,,,,stop-And-Remain,stop-And-Remain
160110,37.5370763,126.9696773,0.104,3.0,16.0,,,,stop-And-Remain,stop-And-Remain
160111,37.537076,126.9696777,0.018,3.0,17.0,,,,stop-And-Remain,stop-And-Remain
160112,37.5370755,126.96967825,0.031,1.0,18.0,,,,stop-And-Remain,stop-And-Remain
160113,37.5370745,126.9696787,0.011,3.0,16.0,,,,stop-And-Remain,stop-And-Remain
160114,37.5370738,126.9696792,0.036,2.0,18.0,,,,stop-And-Remain,stop-And-Remain
160115,37.5370732,126.9696797,0.083,2.0,17.0,,,,stop-And-Remain,stop-And-Remain
160116,37.5370725,126.9696802,0.032,1.0,17.0,,,,stop-And-Remain,stop-And-Remain
160117,,,,0.0,20.0,,,,stop-And-Remain,stop-And-Remain
160118,37.537073,126.9696769,1.89,0.0,22.0,,,,stop-And-Remain,stop-And-Remain
160119,37.5370792,126.9696537,8.082,2.0,21.0,,,,stop-And-Remain,stop-And-Remain
160120,37.5370885,126.9696223,11.833,2.0,20.0,,,,stop-And-Remain,stop-And-Remain
160121,,,,2.0,20.0,,,,stop-And-Remain,stop-And-Remain
160122,37.53710975,126.96955355,17.5395,1.0,17.0,,,,stop-And-Remain,stop-And-Remain
160123,,,,2.0,21.0,,,,stop-And-Remain,stop-And-Remain
160124,37.53714985,126.96943525,22.007,2.0,20.0,,,,stop-And-Remain,stop-And-Remain
160125,37.5371817,126.969334,23.803,,,,,,stop-And-Remain,stop-And-Remain
160126,37.5372027,126.9692623,25.254,2.0,20.0,,,,stop-And-Remain,stop-And-Remain
160127,,,,2.0,23.0,,,,stop-And-Remain,stop-And-Remain
160128,37.53723665,126.96914745,26.8145,1.0,21.0,,,,stop-And-Remain,stop-And-Remain
160129,,,,1.0,22.0,,,,stop-And-Remain,stop-And-Remain
160130,37.53728615,126.9689829,29.419,1.0,23.0,,,,stop-And-Remain,stop-And-Remain
160131,37.5373267,126.9688505,30.805,1.0,22.0,,,,stop-And-Remain,stop-And-Remain
160132,37.5373537,126.9687608,30.161,1.0,22.0,,,,stop-And-Remain,stop-And-Remain
160133,,,,,,,,,stop-And-Remain,stop-And-Remain
160134,37.5373926,126.9686345,28.127,2.0,22.0,,,,stop-And-Remain,stop-And-Remain
160135,37.53743,126.9685123,27.173,0.0,20.0,,,,stop-And-Remain,stop-And-Remain
160136,37.5374533,126.968434,26.1,1.0,19.0,,,,stop-And-Remain,stop-And-Remain
160137,37.5374755,126.968358,25.34,1.0,18.0,,,,stop-And-Remain,stop-And-Remain
160138,37.5374972,126.9682833,25.142,0.0,18.0,,,,stop-And-Remain,stop-And-Remain
160139,37.5375187,126.9682087,25.031,1.0,17.0,,,,stop-And-Remain,stop-And-Remain
160140,37.5375397,126.968136,24.253,1.0,15.0,,,,stop-And-Remain,stop-And-Remain
160141,,,,2.0,15.0,,,,stop-And-Remain,stop-And-Remain
160142,37.53757215,126.96802915,23.9415,2.0,15.0,,,,stop-And-Remain,stop-And-Remain
160143,37.537603,126.9679258,22.579,3.0,11.0,,,,stop-And-Remain,stop-And-Remain
160144,,,,,,,,,stop-And-Remain,stop-And-Remain
160145,37.53763265,126.9678273,21.852,2.0,12.0,,,,stop-And-Remain,stop-And-Remain
160146,37.5376617,126.9677298,21.665,1.0,13.0,,,,stop-And-Remain,stop-And-Remain
160147,37.537683,126.9676632,23.249,3.0,14.0,,,,stop-And-Remain,stop-And-Remain
160148,37.537708,126.9675935,24.354,1.0,11.0,,,,stop-And-Remain,stop-And-Remain
160149,37.5377362,126.9675255,23.717,1.0,13.0,,,,stop-And-Remain,stop-And-Remain
160150,37.5377638,126.9674658,20.696,1.0,10.0,,,,stop-And-Remain,stop-And-Remain
160151,,,,1.0,10.0,,,,stop-And-Remain,stop-And-Remain
160152,37.5378071,126.96738305,21.114,1.0,12.0,,,,stop-And-Remain,stop-And-Remain
160153,37.537854,126.9672902,24.408,1.0,10.0,,,,stop-And-Remain,stop-And-Remain
160154,37.5378827,126.9672173,26.266,2.0,11.0,,,,stop-And-Remain,stop-And-Remain
160155,37.537909,126.9671397,26.438,2.0,13.0,,,,stop-And-Remain,stop-And-Remain
160156,,,,3.0,12.0,,,,stop-And-Remain,stop-And-Remain
160157,37.53794325,126.96702725,24.5055,1.0,13.0,,,,stop-And-Remain,stop-And-Remain
160158,37.5379743,126.9669227,21.366,2.0,13.0,,,,stop-And-Remain,stop-And-Remain
160159,,,,2.0,15.0,,,,stop-And-Remain,stop-And-Remain
160200,37.53799605,126.96684845,14.5765,1.0,13.0,,,,stop-And-Remain,stop-And-Remain
160201,,,,1.0,16.0,,,,stop-And-Remain,stop-And-Remain
160202,37.5380135,126.9667996,4.705,1.0,15.0,,,,stop-And-Remain,stop-And-Remain
