time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,etLtsgStatNm,etStsgStatNm
162015,37.5372067,126.9692408,0.076,7.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162016,37.5372062,126.9692402,0.072,8.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162017,37.5372057,126.9692395,0.047,7.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162018,37.5372052,126.9692388,0.054,7.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162019,37.5372048,126.9692383,0.104,6.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162020,37.5372058,126.969233,1.969,6.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162021,37.5372107,126.9692165,6.275,,,,,,protected-Movement-Allowed,protected-Movement-Allowed
162022,37.5372172,126.9691927,8.46,5.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162023,37.5372247,126.9691677,8.716,6.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162024,37.5372308,126.969154,4.356,6.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162025,37.5372328,126.9691497,1.163,6.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162026,37.5372335,126.9691497,0.083,5.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162027,37.5372338,126.9691508,0.018,5.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162028,37.5372342,126.969152,0.068,7.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162029,37.537234,126.969152,0.065,5.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162030,37.5372338,126.9691523,0.043,4.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162031,37.5372337,126.9691528,0.086,6.0,4.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162032,37.5372335,126.9691537,0.036,4.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162033,37.5372335,126.9691548,0.058,4.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162034,37.5372337,126.9691558,0.04,5.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162035,37.5372337,126.9691565,0.043,4.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162036,37.5372343,126.9691582,0.076,3.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162037,37.5372352,126.9691597,0.101,2.0,2.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162038,37.5372357,126.9691602,0.076,4.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162039,37.5372362,126.9691608,0.014,4.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162040,37.537237,126.9691617,0.072,2.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162041,37.5372382,126.9691617,0.446,1.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162042,37.537243,126.9691488,5.677,2.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162043,37.537252,126.9691227,10.001,3.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162044,37.5372647,126.9690865,13.187,,,,,,protected-Movement-Allowed,protected-Movement-Allowed
162045,37.5372788,126.9690445,14.756,2.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162046,37.5372938,126.9689983,16.013,2.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162047,37.5373102,126.9689475,17.647,1.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162048,37.537327,126.9688893,20.239,1.0,1.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162049,37.5373478,126.9688238,22.961,1.0,0.0,,,,protected-Movement-Allowed,protected-Movement-Allowed
162050,37.537371,126.9687508,25.506,2.0,0.0,,,,protected-clearance,protected-clearance
162051,37.537395,126.9686697,28.033,3.0,0.0,,,,protected-clearance,protected-clearance
162052,37.5374227,126.9685815,30.708,3.0,0.0,,,,protected-clearance,protected-clearance
162053,37.5374512,126.9684843,33.325,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
162054,37.537482,126.9683805,35.363,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
162055,37.5375155,126.9682722,37.278,3.0,0.0,,,,stop-And-Remain,stop-And-Remain
162056,37.5375495,126.9681603,38.117,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
162057,37.5375833,126.9680493,37.591,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
162058,37.5376178,126.9679392,37.634,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
162059,37.5376518,126.9678347,35.179,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
162100,37.5376845,126.967737,32.994,2.0,0.0,,,,stop-And-Remain,stop-And-Remain
