time,lat_deg,lon_deg,speed_kmh,원효대교,숙명여대,travelTime,speed,state,neLtsgStatNm,neStsgStatNm
170440,37.5393153,126.967926,36.133,,,53.943333333333335,22.933333333333334,,stop-And-Remain,stop-And-Remain
170441,37.5392547,126.9678525,32.515,15.0,5.0,53.93516666666667,22.936666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170442,37.5391995,126.9677848,30.395,15.0,5.0,53.927,22.94,,protected-Movement-Allowed,protected-Movement-Allowed
170443,37.5391485,126.9677232,27.738,17.0,6.0,53.91883333333333,22.94333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170444,37.5391035,126.9676697,23.854,14.0,8.0,53.91066666666667,22.946666666666665,,protected-Movement-Allowed,protected-Movement-Allowed
170445,37.5390682,126.9676278,17.827,16.0,9.0,53.9025,22.95,,protected-Movement-Allowed,protected-Movement-Allowed
170446,37.5390422,126.9675975,13.028,17.0,5.0,53.894333333333336,22.953333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170447,37.539024,126.967576,8.676,17.0,6.0,53.88616666666667,22.956666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170448,37.5390132,126.9675628,4.903,17.0,7.0,53.878,22.96,,protected-Movement-Allowed,protected-Movement-Allowed
170449,37.5390082,126.9675562,2.297,17.0,8.0,53.86983333333333,22.96333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170450,37.539006,126.967553,1.033,17.0,9.0,53.861666666666665,22.96666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170451,37.5390055,126.9675512,0.14,17.0,10.0,53.8535,22.97,,protected-Movement-Allowed,protected-Movement-Allowed
170452,37.5390038,126.9675485,1.44,18.0,11.0,53.845333333333336,22.973333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170453,37.5390023,126.9675465,0.518,18.0,11.0,53.83716666666667,22.976666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170454,37.5390007,126.9675438,1.534,18.0,11.0,53.829,22.98,,protected-Movement-Allowed,protected-Movement-Allowed
170455,37.5389992,126.967541,1.008,18.0,11.0,53.82083333333333,22.98333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170456,37.5389987,126.9675395,0.313,17.0,14.0,53.812666666666665,22.986666666666668,,protected-Movement-Allowed,protected-Movement-Allowed
170457,37.5389987,126.9675392,0.079,16.0,12.0,53.8045,22.99,,protected-Movement-Allowed,protected-Movement-Allowed
170458,37.5389988,126.9675392,0.097,16.0,12.0,53.79633333333334,22.99333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170459,37.538999,126.9675393,0.101,16.0,12.0,53.78816666666667,22.996666666666663,,protected-Movement-Allowed,protected-Movement-Allowed
170500,37.5389992,126.9675395,0.122,16.0,14.0,53.78,23.0,,,
170501,37.538999,126.9675393,0.184,17.0,14.0,53.78816666666667,22.996666666666663,,protected-Movement-Allowed,protected-Movement-Allowed
170502,37.5389957,126.9675347,2.952,17.0,14.0,53.79633333333334,22.99333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170503,37.5389857,126.9675227,6.772,18.0,12.0,53.8045,22.99,,protected-Movement-Allowed,protected-Movement-Allowed
170504,37.5389673,126.9675013,11.567,17.0,13.0,53.812666666666665,22.986666666666668,,protected-Movement-Allowed,protected-Movement-Allowed
170505,37.5389382,126.9674685,17.665,17.0,9.0,53.82083333333333,22.98333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170506,37.5388948,126.9674248,24.314,18.0,12.0,53.829,22.98,,protected-Movement-Allowed,protected-Movement-Allowed
170507,37.5388407,126.9673722,28.786,18.0,8.0,53.83716666666667,22.976666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170508,37.5387743,126.9673072,35.478,18.0,10.0,53.845333333333336,22.973333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170509,37.5386965,126.9672245,42.941,17.0,9.0,53.8535,22.97,,protected-Movement-Allowed,protected-Movement-Allowed
170510,37.5386102,126.9671263,47.858,16.0,9.0,53.861666666666665,22.96666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170511,37.5385232,126.9670237,47.635,15.0,9.0,53.86983333333333,22.96333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170512,37.538436,126.9669195,48.179,15.0,8.0,53.878,22.96,,protected-Movement-Allowed,protected-Movement-Allowed
170513,37.5383488,126.966813,48.794,15.0,8.0,53.88616666666667,22.956666666666667,,protected-Movement-Allowed,protected-Movement-Allowed
170514,37.5382637,126.9667117,45.889,12.0,9.0,53.894333333333336,22.953333333333333,,protected-Movement-Allowed,protected-Movement-Allowed
170515,37.5381867,126.9666223,40.043,11.0,6.0,53.9025,22.95,,protected-clearance,protected-clearance
170516,37.5381197,126.966555,31.867,11.0,8.0,53.91066666666667,22.946666666666665,,protected-clearance,protected-clearance
170517,37.5380617,126.9665168,24.293,10.0,6.0,53.91883333333333,22.94333333333333,,protected-clearance,protected-clearance
